Filename,Transcription,Slant,StrokeDirection,Curvature,Smoothness,Pressure,Handedness
processed_w0004_s01_pLND_r01.jpeg,0 0,-2.193863658,20.81657281,0.700670783,2.979748966,55.4765625,
processed_w0029_s01_pLND_r01.jpeg,0 0,-2.362774293,22.42465633,0.711956095,2.906784554,44.45117188,
processed_w0034_s01_pLND_r01.jpeg,1953 1956,-1.719279491,25.35426081,0.71211554,2.892700571,22.40625,
processed_w0129_s01_pLND_r01.jpeg,0 0,-0.457014707,23.12023939,0.705446272,2.896380398,41.98046875,
processed_w0131_s01_pLND_r01.jpeg,0 0,-1.151378964,26.03661381,0.707653608,3.033510448,36.37695313,
processed_w0137_s01_pLND_r01.jpeg,0 0,0.117687903,21.57151552,0.709126622,2.799636771,30.15234375,
processed_w0138_s01_pLND_r01.jpeg,0 0000,-0.21887093,20.5679568,0.721262634,2.785316017,21.82421875,
processed_w0153_s01_pLND_r01.jpeg,0 0,-1.399397275,23.16429316,0.705962352,2.930761807,34.06640625,
processed_w0157_s01_pLND_r01.jpeg,0 0,3.301865674,21.10923315,0.695228387,2.923590101,41.73632813,
processed_w0162_s01_pLND_r01.jpeg,0 0,1.220448117,21.58690968,0.706262364,2.922064552,45.875,
processed_w0198_s01_pLND_r01.jpeg,0 0000,-1.183451962,20.71795484,0.714087505,2.787634181,31.70117188,
processed_w0240_s01_pLND_r01.jpeg,0 0,0.780757239,24.08731083,0.708637107,2.799907532,31.61328125,
processed_w0261_s01_pLND_r01.jpeg,0 0,-0.504112797,22.17510887,0.71490742,2.943889613,34.64648438,
processed_w0297_s01_pLND_r01.jpeg,1961 American film director of the American film director of the American American American film,-0.26216204,23.18566591,0.715178902,2.897793002,27.37695313,
processed_w0306_s01_pLND_r01.jpeg,0 0,0.103555313,20.23475046,0.711535164,2.956842026,33.20898438,
processed_w0355_s01_pLND_r01.jpeg,1961 American film director and director of the American American American American film,2.732483126,21.81419967,0.715283469,2.740601467,20.36523438,
processed_w0367_s01_pLND_r01.jpeg,0 0000,-0.099980637,17.90340087,0.708418346,2.912033248,33.27929688,
processed_w0379_s01_pLND_r01.jpeg,0 0,-0.227696272,21.83210843,0.700211268,2.953845386,41.29296875,
processed_w0409_s01_pLND_r01.jpeg,0 0000,1.842080816,24.29046243,0.71031813,2.903145816,39.48632813,
processed_w0412_s01_pLND_r01.jpeg,0 0,-0.192607479,22.59202454,0.712124352,2.87918933,32.74023438,
processed_w0414_s01_pLND_r01.jpeg,The first appearance of the Spanish American American American American American American American American American American American American American American business,-0.606236422,24.70656371,0.714779635,2.772572011,24.34765625,
processed_w0436_s01_pLND_r01.jpeg,1955 1956,-0.218626591,23.59920239,0.716709094,2.737922762,15.44140625,
processed_w0458_s01_pLND_r01.jpeg,Categories American business executivesAmerican business executives of American business executivesAmerican business executives,-1.288380948,31.52713568,0.705973305,3.015122858,79.29882813,
processed_w0471_s01_pLND_r01.jpeg,1955 1956,-1.051284731,19.92086331,0.718767514,2.745618751,23.96875,
processed_w0474_s01_pLND_r01.jpeg,0 0,0.154550556,23.33972794,0.717606093,2.929070922,31.43945313,
processed_w0489_s01_pLND_r01.jpeg,0 0,-0.723821645,14.02314677,0.698535778,3.055137654,56.75390625,
processed_w0495_s01_pLND_r01.jpeg,0 2,-0.019771297,9.28726877,0.689063031,2.883959511,55.98632813,
processed_w0523_s01_pLND_r01.jpeg,0 0000,0.412329143,21.14481268,0.710164656,2.752631752,25.81445313,
processed_w0531_s01_pLND_r01.jpeg,0 0,-0.970773939,25.22297013,0.70992295,2.787594898,26.7265625,
processed_w0535_s01_pLND_r01.jpeg,0 0,-1.234720638,19.43955922,0.706178875,2.861191882,34.26171875,
processed_w0546_s01_pLND_r01.jpeg,55 3,0.543982382,21.59131523,0.711089023,2.71760416,21.375,
processed_w0548_s01_pLND_r01.jpeg,0 0,0,21.35132931,0.694999374,2.977363979,48.5,
processed_w0554_s01_pLND_r01.jpeg,0 1,1.268925136,12.93324834,0.700031937,3.024172191,44.85546875,
processed_w0559_s01_pLND_r01.jpeg,0 0,0.320303144,16.72078478,0.695542162,2.969722898,47.78125,
processed_w0577_s01_pLND_r01.jpeg,0 0,0.82593017,21.28003003,0.70382214,2.978966426,46.7421875,
processed_w0579_s01_pLND_r01.jpeg,0 0,-0.850276818,12.27100542,0.689495653,3.352325855,90.55273438,
processed_w0589_s01_pLND_r01.jpeg,0 0,-1.525286807,26.65344007,0.704612391,2.94030103,54.28515625,
processed_w0601_s01_pLND_r01.jpeg,0 0,0.987577819,23.19395018,0.701759578,2.923657565,34.16992188,
processed_w0620_s01_pLND_r01.jpeg,2 0,2.058756868,17.49002394,0.702163276,3.041198925,46.97851563,
processed_w0642_s01_pLND_r01.jpeg,0 0,-1.362366771,16.68066561,0.696021257,3.170432286,56.64648438,
processed_w0656_s01_pLND_r01.jpeg,0 1,-5.029236956,11.16166282,0.692957541,3.423833855,71.2890625,
processed_w0664_s01_pLND_r01.jpeg,0 0,1.322515718,13.48585059,0.701227658,2.710593648,34.73828125,
processed_w0671_s01_pLND_r01.jpeg,0 0,-3.114382013,13.84786002,0.699930776,3.317682962,58.40820313,
processed_w0680_s01_pLND_r01.jpeg,0 0,-3.328083752,12.94467486,0.696429151,3.473195501,63.74414063,
processed_w0685_s01_pLND_r01.jpeg,0 0000000,0.299276114,32.22044217,0.696521571,3.144625527,80.52734375,
processed_w0706_s01_pLND_r01.jpeg,0 1,-0.436389779,12.5827079,0.702937295,3.265813886,72.63476563,
processed_w0004_s01_pLND_r01.jpeg,0 0,-2.193863658,20.81657281,0.700670783,2.979748966,55.4765625,0
processed_w0029_s01_pLND_r01.jpeg,0 0,-2.362774293,22.42465633,0.711956095,2.906784554,44.45117188,0
processed_w0034_s01_pLND_r01.jpeg,1953 1956,-1.719279491,25.35426081,0.71211554,2.892700571,22.40625,0
processed_w0129_s01_pLND_r01.jpeg,0 0,-0.457014707,23.12023939,0.705446272,2.896380398,41.98046875,0
processed_w0131_s01_pLND_r01.jpeg,0 0,-1.151378964,26.03661381,0.707653608,3.033510448,36.37695313,0
processed_w0137_s01_pLND_r01.jpeg,0 0,0.117687903,21.57151552,0.709126622,2.799636771,30.15234375,0
processed_w0138_s01_pLND_r01.jpeg,0 0000,-0.21887093,20.5679568,0.721262634,2.785316017,21.82421875,0
processed_w0153_s01_pLND_r01.jpeg,0 0,-1.399397275,23.16429316,0.705962352,2.930761807,34.06640625,0
processed_w0157_s01_pLND_r01.jpeg,0 0,3.301865674,21.10923315,0.695228387,2.923590101,41.73632813,0
processed_w0162_s01_pLND_r01.jpeg,0 0,1.220448117,21.58690968,0.706262364,2.922064552,45.875,0
processed_w0198_s01_pLND_r01.jpeg,0 0000,-1.183451962,20.71795484,0.714087505,2.787634181,31.70117188,0
processed_w0240_s01_pLND_r01.jpeg,0 0,0.780757239,24.08731083,0.708637107,2.799907532,31.61328125,0
processed_w0261_s01_pLND_r01.jpeg,0 0,-0.504112797,22.17510887,0.71490742,2.943889613,34.64648438,0
processed_w0297_s01_pLND_r01.jpeg,1961 American film director of the American film director of the American American American film,-0.26216204,23.18566591,0.715178902,2.897793002,27.37695313,0
processed_w0306_s01_pLND_r01.jpeg,0 0,0.103555313,20.23475046,0.711535164,2.956842026,33.20898438,0
processed_w0355_s01_pLND_r01.jpeg,1961 American film director and director of the American American American American film,2.732483126,21.81419967,0.715283469,2.740601467,20.36523438,0
processed_w0367_s01_pLND_r01.jpeg,0 0000,-0.099980637,17.90340087,0.708418346,2.912033248,33.27929688,0
processed_w0379_s01_pLND_r01.jpeg,0 0,-0.227696272,21.83210843,0.700211268,2.953845386,41.29296875,0
processed_w0409_s01_pLND_r01.jpeg,0 0000,1.842080816,24.29046243,0.71031813,2.903145816,39.48632813,0
processed_w0412_s01_pLND_r01.jpeg,0 0,-0.192607479,22.59202454,0.712124352,2.87918933,32.74023438,0
processed_w0414_s01_pLND_r01.jpeg,The first appearance of the Spanish American American American American American American American American American American American American American American business,-0.606236422,24.70656371,0.714779635,2.772572011,24.34765625,0
processed_w0436_s01_pLND_r01.jpeg,1955 1956,-0.218626591,23.59920239,0.716709094,2.737922762,15.44140625,0
processed_w0458_s01_pLND_r01.jpeg,Categories American business executivesAmerican business executives of American business executivesAmerican business executives,-1.288380948,31.52713568,0.705973305,3.015122858,79.29882813,0
processed_w0471_s01_pLND_r01.jpeg,1955 1956,-1.051284731,19.92086331,0.718767514,2.745618751,23.96875,0
processed_w0474_s01_pLND_r01.jpeg,0 0,0.154550556,23.33972794,0.717606093,2.929070922,31.43945313,0
processed_w0489_s01_pLND_r01.jpeg,0 0,-0.723821645,14.02314677,0.698535778,3.055137654,56.75390625,0
processed_w0495_s01_pLND_r01.jpeg,0 2,-0.019771297,9.28726877,0.689063031,2.883959511,55.98632813,0
processed_w0523_s01_pLND_r01.jpeg,0 0000,0.412329143,21.14481268,0.710164656,2.752631752,25.81445313,0
processed_w0531_s01_pLND_r01.jpeg,0 0,-0.970773939,25.22297013,0.70992295,2.787594898,26.7265625,0
processed_w0535_s01_pLND_r01.jpeg,0 0,-1.234720638,19.43955922,0.706178875,2.861191882,34.26171875,0
processed_w0546_s01_pLND_r01.jpeg,55 3,0.543982382,21.59131523,0.711089023,2.71760416,21.375,0
processed_w0548_s01_pLND_r01.jpeg,0 0,0,21.35132931,0.694999374,2.977363979,48.5,0
processed_w0554_s01_pLND_r01.jpeg,0 1,1.268925136,12.93324834,0.700031937,3.024172191,44.85546875,0
processed_w0559_s01_pLND_r01.jpeg,0 0,0.320303144,16.72078478,0.695542162,2.969722898,47.78125,0
processed_w0577_s01_pLND_r01.jpeg,0 0,0.82593017,21.28003003,0.70382214,2.978966426,46.7421875,0
processed_w0579_s01_pLND_r01.jpeg,0 0,-0.850276818,12.27100542,0.689495653,3.352325855,90.55273438,0
processed_w0589_s01_pLND_r01.jpeg,0 0,-1.525286807,26.65344007,0.704612391,2.94030103,54.28515625,0
processed_w0601_s01_pLND_r01.jpeg,0 0,0.987577819,23.19395018,0.701759578,2.923657565,34.16992188,0
processed_w0620_s01_pLND_r01.jpeg,2 0,2.058756868,17.49002394,0.702163276,3.041198925,46.97851563,0
processed_w0642_s01_pLND_r01.jpeg,0 0,-1.362366771,16.68066561,0.696021257,3.170432286,56.64648438,0
processed_w0656_s01_pLND_r01.jpeg,0 1,-5.029236956,11.16166282,0.692957541,3.423833855,71.2890625,0
processed_w0664_s01_pLND_r01.jpeg,0 0,1.322515718,13.48585059,0.701227658,2.710593648,34.73828125,0
processed_w0671_s01_pLND_r01.jpeg,0 0,-3.114382013,13.84786002,0.699930776,3.317682962,58.40820313,0
processed_w0680_s01_pLND_r01.jpeg,0 0,-3.328083752,12.94467486,0.696429151,3.473195501,63.74414063,0
processed_w0685_s01_pLND_r01.jpeg,0 0000000,0.299276114,32.22044217,0.696521571,3.144625527,80.52734375,0
processed_w0706_s01_pLND_r01.jpeg,0 1,-0.436389779,12.5827079,0.702937295,3.265813886,72.63476563,0
